Province,Year,Week,StartDate,EndDate,Districts,Dengue,Dysentery,Encephalitis,Enteric Fever,Food Poisioning,Leptospirosis,Typhus Fever,Viral Hepatistis,Human Rabies,Chickenpox,Meningitis,Leishmaniasis
Central,2015,43,2015-10-17,2015-10-23,Matale,1,0,0,0,0,0,0,0,0,0,1,0
Central,2015,43,2015-10-17,2015-10-23,NuwaraEliya,4,4,0,1,0,0,1,1,0,3,0,0
Southern,2015,43,2015-10-17,2015-10-23,Galle,23,1,0,0,3,13,2,1,0,3,0,0
Southern,2015,43,2015-10-17,2015-10-23,Hambanthota,16,2,0,0,1,6,1,2,0,1,0,6
Southern,2015,43,2015-10-17,2015-10-23,Matara,15,2,0,0,0,12,2,1,0,6,0,4
Nothern,2015,43,2015-10-17,2015-10-23,Jaffna,22,19,0,0,3,0,5,0,0,2,0,0
Nothern,2015,43,2015-10-17,2015-10-23,Kilinochchi,0,0,0,0,0,0,0,0,0,0,0,0
Nothern,2015,43,2015-10-17,2015-10-23,Mannar,0,1,0,0,0,0,0,0,0,0,0,0
Nothern,2015,43,2015-10-17,2015-10-23,Vavuniya,0,0,0,0,2,0,0,0,0,1,0,0
Nothern,2015,43,2015-10-17,2015-10-23,Mullaitivu,0,1,0,1,0,0,0,0,0,0,0,0
Eastern,2015,43,2015-10-17,2015-10-23,Batticaloa,3,2,0,0,0,0,0,0,0,1,0,0
Eastern,2015,43,2015-10-17,2015-10-23,Ampara,0,0,0,0,0,0,0,0,0,5,0,0
Eastern,2015,43,2015-10-17,2015-10-23,Trincomalee,0,8,0,0,1,0,4,1,0,3,0,0
NorthWestern,2015,43,2015-10-17,2015-10-23,Kurunagala,5,1,0,0,0,3,0,0,0,4,2,2
NorthWestern,2015,43,2015-10-17,2015-10-23,Puttalam,4,3,1,1,0,0,0,0,0,0,1,0
NorthCentral,2015,43,2015-10-17,2015-10-23,Anuradhapura,3,3,0,0,1,2,0,1,0,2,1,4
NorthCentral,2015,43,2015-10-17,2015-10-23,Polonnaruwa,5,1,0,0,0,0,0,1,0,0,0,3
Uva,2015,43,2015-10-17,2015-10-23,Badulla,5,15,0,0,0,0,0,4,0,2,1,0
Uva,2015,43,2015-10-17,2015-10-23,Monaragala,4,1,0,0,0,1,2,22,0,2,3,0
Sabaragamuwa,2015,43,2015-10-17,2015-10-23,Ratnapura,9,0,0,0,0,9,2,5,0,8,0,1
Sabaragamuwa,2015,43,2015-10-17,2015-10-23,Kegalle,24,0,1,1,0,9,3,0,0,3,3,0
Eastern,2015,43,2015-10-17,2015-10-23,Kalmune,0,0,0,0,0,0,0,0,0,2,0,0
Western,2015,44,2015-10-24,2015-10-30,Colombo,182,4,1,2,0,6,0,2,0,8,3,0
Western,2015,44,2015-10-24,2015-10-30,Gampaha,40,0,0,1,0,2,0,0,0,5,0,0
Western,2015,44,2015-10-24,2015-10-30,Kalutara,50,3,2,2,2,8,2,1,0,8,3,0
Central,2015,44,2015-10-24,2015-10-30,Kandy,42,1,0,0,5,3,3,0,0,1,0,2
Central,2015,44,2015-10-24,2015-10-30,Matale,0,0,0,0,0,0,0,0,0,2,0,0
Central,2015,44,2015-10-24,2015-10-30,NuwaraEliya,2,1,0,1,2,0,1,3,0,2,4,1
Southern,2015,44,2015-10-24,2015-10-30,Galle,16,4,0,1,0,7,4,0,0,2,1,0
Southern,2015,44,2015-10-24,2015-10-30,Hambanthota,17,1,1,0,3,6,3,1,0,0,0,3
Southern,2015,44,2015-10-24,2015-10-30,Matara,28,0,0,0,0,13,3,5,0,5,0,9
Nothern,2015,44,2015-10-24,2015-10-30,Jaffna,21,50,0,0,4,0,7,0,0,8,0,0
Nothern,2015,44,2015-10-24,2015-10-30,Kilinochchi,3,1,0,0,0,0,0,0,0,0,0,0
Nothern,2015,44,2015-10-24,2015-10-30,Mannar,0,0,0,0,0,0,0,0,0,0,0,0
Nothern,2015,44,2015-10-24,2015-10-30,Vavuniya,4,3,0,0,3,0,0,0,0,0,1,0
Nothern,2015,44,2015-10-24,2015-10-30,Mullaitivu,0,0,0,0,0,1,0,0,0,0,0,0
Eastern,2015,44,2015-10-24,2015-10-30,Batticaloa,9,4,0,0,0,0,0,0,0,0,0,0
Eastern,2015,44,2015-10-24,2015-10-30,Ampara,0,0,0,0,0,0,0,2,0,0,0,0
Eastern,2015,44,2015-10-24,2015-10-30,Trincomalee,1,2,0,0,0,0,0,9,0,0,0,0
NorthWestern,2015,44,2015-10-24,2015-10-30,Kurunagala,15,7,1,0,2,2,0,1,0,6,3,3
NorthWestern,2015,44,2015-10-24,2015-10-30,Puttalam,4,4,0,0,0,2,1,0,0,3,1,0
NorthCentral,2015,44,2015-10-24,2015-10-30,Anuradhapura,0,3,0,0,2,3,0,1,0,6,0,11
NorthCentral,2015,44,2015-10-24,2015-10-30,Polonnaruwa,4,3,0,0,0,0,0,0,0,0,0,1
Uva,2015,44,2015-10-24,2015-10-30,Badulla,10,7,2,0,0,3,1,2,0,1,2,0
Uva,2015,44,2015-10-24,2015-10-30,Monaragala,5,4,0,0,0,0,0,16,0,0,0,1
Sabaragamuwa,2015,44,2015-10-24,2015-10-30,Ratnapura,4,1,0,1,0,3,0,2,0,2,1,0
Sabaragamuwa,2015,44,2015-10-24,2015-10-30,Kegalle,9,1,0,1,0,2,0,0,0,2,0,0
Eastern,2015,44,2015-10-24,2015-10-30,Kalmune,0,0,0,0,0,0,0,0,0,0,0,0
Western,2015,45,2015-10-31,2015-11-06,Colombo,178,0,0,1,1,4,0,0,0,3,1,0
Western,2015,45,2015-10-31,2015-11-06,Gampaha,70,2,0,1,5,17,0,3,0,10,2,0
Western,2015,45,2015-10-31,2015-11-06,Kalutara,32,8,0,3,0,9,0,2,0,4,1,0
Central,2015,45,2015-10-31,2015-11-06,Kandy,25,7,0,1,0,3,1,1,0,1,1,1
Central,2015,45,2015-10-31,2015-11-06,Matale,2,0,0,1,0,0,0,0,0,0,3,1
Central,2015,45,2015-10-31,2015-11-06,NuwaraEliya,1,19,0,0,0,1,1,2,0,1,0,0
Southern,2015,45,2015-10-31,2015-11-06,Galle,14,2,0,0,0,6,2,0,0,3,3,0
Southern,2015,45,2015-10-31,2015-11-06,Hambanthota,9,6,0,0,0,7,4,0,0,7,1,4
Southern,2015,45,2015-10-31,2015-11-06,Matara,8,1,0,0,1,6,1,0,1,3,1,2
Nothern,2015,45,2015-10-31,2015-11-06,Jaffna,32,36,0,0,1,0,4,0,0,6,2,0
Nothern,2015,45,2015-10-31,2015-11-06,Kilinochchi,0,1,0,0,0,0,0,0,0,0,0,0
Nothern,2015,45,2015-10-31,2015-11-06,Mannar,3,0,0,0,0,0,0,0,0,0,0,0
Nothern,2015,45,2015-10-31,2015-11-06,Vavuniya,2,1,0,1,1,0,0,0,0,0,0,0
Nothern,2015,45,2015-10-31,2015-11-06,Mullaitivu,0,1,0,0,0,0,0,0,0,0,0,1
Eastern,2015,45,2015-10-31,2015-11-06,Batticaloa,1,1,0,0,0,1,0,0,0,1,0,0
Eastern,2015,45,2015-10-31,2015-11-06,Ampara,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,2015,45,2015-10-31,2015-11-06,Trincomalee,3,1,0,1,12,0,0,1,0,3,0,1
NorthWestern,2015,45,2015-10-31,2015-11-06,Kurunagala,9,7,0,0,0,6,0,1,0,8,0,0
NorthWestern,2015,45,2015-10-31,2015-11-06,Puttalam,3,0,0,0,0,0,0,0,0,2,0,0
NorthCentral,2015,45,2015-10-31,2015-11-06,Anuradhapura,3,6,0,0,0,2,0,1,0,0,0,0
NorthCentral,2015,45,2015-10-31,2015-11-06,Polonnaruwa,4,2,0,0,0,2,0,2,0,2,0,1
Uva,2015,45,2015-10-31,2015-11-06,Badulla,2,1,0,0,0,4,0,0,0,0,1,0
Uva,2015,45,2015-10-31,2015-11-06,Monaragala,2,2,0,0,0,0,1,6,0,1,0,0
Sabaragamuwa,2015,45,2015-10-31,2015-11-06,Ratnapura,4,0,1,0,0,3,0,3,0,1,0,0
Sabaragamuwa,2015,45,2015-10-31,2015-11-06,Kegalle,10,2,0,4,0,4,0,1,0,2,1,0
Eastern,2015,45,2015-10-31,2015-11-06,Kalmune,0,2,0,0,1,0,0,0,0,0,0,0
Western,2015,46,2015-11-07,2015-11-13,Colombo,190,2,0,2,4,5,0,2,0,3,0,0
Western,2015,46,2015-11-07,2015-11-13,Gampaha,34,0,0,0,0,9,0,1,0,0,1,0
Western,2015,46,2015-11-07,2015-11-13,Kalutara,36,3,0,2,1,12,0,0,0,2,1,0
Central,2015,46,2015-11-07,2015-11-13,Kandy,19,8,0,0,6,3,2,3,0,2,1,0
Central,2015,46,2015-11-07,2015-11-13,Matale,3,1,0,0,0,0,0,0,0,0,2,2
Central,2015,46,2015-11-07,2015-11-13,NuwaraEliya,4,6,0,1,0,2,0,2,0,4,1,0
Southern,2015,46,2015-11-07,2015-11-13,Galle,16,2,0,0,0,3,2,0,0,3,3,0
Southern,2015,46,2015-11-07,2015-11-13,Hambanthota,9,1,0,0,0,7,0,1,0,2,0,9
Southern,2015,46,2015-11-07,2015-11-13,Matara,10,0,0,0,0,10,0,1,0,2,1,2
Nothern,2015,46,2015-11-07,2015-11-13,Jaffna,38,20,0,0,0,1,10,0,0,1,0,0
Nothern,2015,46,2015-11-07,2015-11-13,Kilinochchi,0,2,0,0,0,0,0,0,0,0,0,0
Nothern,2015,46,2015-11-07,2015-11-13,Mannar,0,0,0,0,0,0,0,0,0,0,0,0
Nothern,2015,46,2015-11-07,2015-11-13,Vavuniya,7,3,0,0,0,1,0,0,0,0,1,0
Nothern,2015,46,2015-11-07,2015-11-13,Mullaitivu,0,0,0,1,0,1,0,0,0,0,0,0
Eastern,2015,46,2015-11-07,2015-11-13,Batticaloa,4,0,0,0,0,0,0,0,0,0,0,0
Eastern,2015,46,2015-11-07,2015-11-13,Ampara,0,0,0,0,1,0,0,0,0,0,0,0
Eastern,2015,46,2015-11-07,2015-11-13,Trincomalee,3,1,0,0,3,0,0,0,0,1,0,0
NorthWestern,2015,46,2015-11-07,2015-11-13,Kurunagala,12,10,1,0,0,7,1,0,0,4,1,1
NorthWestern,2015,46,2015-11-07,2015-11-13,Puttalam,3,3,0,0,0,0,2,0,0,1,0,0
NorthCentral,2015,46,2015-11-07,2015-11-13,Anuradhapura,6,6,0,0,0,9,0,1,0,1,0,2
NorthCentral,2015,46,2015-11-07,2015-11-13,Polonnaruwa,2,1,1,0,0,1,0,0,0,3,2,3
Uva,2015,46,2015-11-07,2015-11-13,Badulla,6,2,1,1,0,2,0,0,0,2,0,0
Uva,2015,46,2015-11-07,2015-11-13,Monaragala,3,1,0,0,0,0,0,1,0,1,1,0
Sabaragamuwa,2015,46,2015-11-07,2015-11-13,Ratnapura,12,7,2,0,0,5,0,12,0,7,0,0
Sabaragamuwa,2015,46,2015-11-07,2015-11-13,Kegalle,24,2,2,2,0,11,1,0,0,8,1,0
Eastern,2015,46,2015-11-07,2015-11-13,Kalmune,3,0,0,0,4,0,0,0,0,1,0,0
Western,2015,47,2015-11-14,2015-11-20,Colombo,232,3,0,1,0,6,0,0,0,9,1,0
Western,2015,47,2015-11-14,2015-11-20,Gampaha,22,2,0,0,0,1,1,1,0,5,0,0
Western,2015,47,2015-11-14,2015-11-20,Kalutara,24,5,0,1,0,15,0,1,0,8,0,0
Central,2015,47,2015-11-14,2015-11-20,Kandy,42,6,0,1,2,4,2,2,0,10,1,0
Central,2015,47,2015-11-14,2015-11-20,Matale,1,1,0,0,2,4,0,1,0,0,2,2
Central,2015,47,2015-11-14,2015-11-20,NuwaraEliya,4,6,1,2,0,1,1,0,0,9,2,0
Southern,2015,47,2015-11-14,2015-11-20,Galle,29,3,0,0,1,10,2,1,0,5,0,0
Southern,2015,47,2015-11-14,2015-11-20,Hambanthota,10,0,3,1,0,10,0,0,0,5,0,2
Southern,2015,47,2015-11-14,2015-11-20,Matara,13,2,2,1,0,5,2,2,0,2,0,3
Nothern,2015,47,2015-11-14,2015-11-20,Jaffna,64,42,1,5,0,2,23,1,0,2,0,0
Nothern,2015,47,2015-11-14,2015-11-20,Kilinochchi,1,2,0,0,0,0,0,0,0,0,0,0
Nothern,2015,47,2015-11-14,2015-11-20,Mannar,1,1,0,0,1,0,0,0,0,0,0,0
Nothern,2015,47,2015-11-14,2015-11-20,Vavuniya,4,3,0,0,0,0,0,0,0,0,0,0
Nothern,2015,47,2015-11-14,2015-11-20,Mullaitivu,1,3,0,0,0,0,0,0,0,0,0,0
Eastern,2015,47,2015-11-14,2015-11-20,Batticaloa,5,3,0,1,0,5,0,0,0,1,1,0
Eastern,2015,47,2015-11-14,2015-11-20,Ampara,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,2015,47,2015-11-14,2015-11-20,Trincomalee,4,5,0,3,0,0,0,0,0,0,0,0
NorthWestern,2015,47,2015-11-14,2015-11-20,Kurunagala,29,7,0,0,0,36,1,0,0,8,1,7
NorthWestern,2015,47,2015-11-14,2015-11-20,Puttalam,5,5,0,0,0,2,0,0,1,2,2,0
NorthCentral,2015,47,2015-11-14,2015-11-20,Anuradhapura,7,2,0,0,0,8,0,0,0,2,0,1
NorthCentral,2015,47,2015-11-14,2015-11-20,Polonnaruwa,4,0,0,1,0,10,0,0,0,3,0,0
Uva,2015,47,2015-11-14,2015-11-20,Badulla,13,12,2,1,0,1,0,3,0,4,7,0
Uva,2015,47,2015-11-14,2015-11-20,Monaragala,5,4,0,1,0,7,1,4,0,1,0,1
Sabaragamuwa,2015,47,2015-11-14,2015-11-20,Ratnapura,16,9,0,1,1,7,0,3,0,5,0,0
Sabaragamuwa,2015,47,2015-11-14,2015-11-20,Kegalle,27,2,0,3,0,10,1,1,0,7,0,0
Eastern,2015,47,2015-11-14,2015-11-20,Kalmune,5,0,0,0,0,0,0,0,0,0,0,0
Western,2015,48,2015-11-21,2015-11-27,Colombo,258,3,0,3,2,7,0,2,0,2,0,1
Western,2015,48,2015-11-21,2015-11-27,Gampaha,60,3,0,1,0,5,0,2,0,8,2,0
Western,2015,48,2015-11-21,2015-11-27,Kalutara,38,3,0,1,0,19,0,0,0,4,1,0
Central,2015,48,2015-11-21,2015-11-27,Kandy,25,2,0,0,4,3,2,4,0,0,2,0
Central,2015,48,2015-11-21,2015-11-27,Matale,2,1,0,0,4,0,0,0,0,0,2,1
Central,2015,48,2015-11-21,2015-11-27,NuwaraEliya,5,0,0,1,0,0,0,1,0,3,0,0
Southern,2015,48,2015-11-21,2015-11-27,Galle,27,2,0,0,0,6,2,0,0,2,0,0
Southern,2015,48,2015-11-21,2015-11-27,Hambanthota,9,0,0,0,0,10,0,0,0,3,0,4
Southern,2015,48,2015-11-21,2015-11-27,Matara,12,1,2,0,0,9,2,0,0,6,1,1
Nothern,2015,48,2015-11-21,2015-11-27,Jaffna,79,21,1,1,0,0,24,0,0,0,0,0
Nothern,2015,48,2015-11-21,2015-11-27,Kilinochchi,1,0,0,0,0,0,0,0,0,0,1,0
Nothern,2015,48,2015-11-21,2015-11-27,Mannar,0,0,0,0,0,0,0,0,0,0,0,0
Nothern,2015,48,2015-11-21,2015-11-27,Vavuniya,0,1,0,0,0,0,0,0,0,0,0,1
Nothern,2015,48,2015-11-21,2015-11-27,Mullaitivu,0,6,0,0,0,0,0,0,0,0,0,0
Eastern,2015,48,2015-11-21,2015-11-27,Batticaloa,9,7,0,0,0,1,0,0,0,0,0,0
Eastern,2015,48,2015-11-21,2015-11-27,Ampara,0,0,0,0,0,2,0,1,0,1,0,0
Eastern,2015,48,2015-11-21,2015-11-27,Trincomalee,3,2,0,0,5,1,0,4,0,10,0,0
NorthWestern,2015,48,2015-11-21,2015-11-27,Kurunagala,21,15,0,0,0,22,0,0,0,7,1,2
NorthWestern,2015,48,2015-11-21,2015-11-27,Puttalam,30,3,0,0,0,0,0,0,0,3,0,0
NorthCentral,2015,48,2015-11-21,2015-11-27,Anuradhapura,9,1,0,0,0,38,1,0,0,4,0,0
NorthCentral,2015,48,2015-11-21,2015-11-27,Polonnaruwa,2,2,0,0,0,3,0,0,0,1,0,2
Uva,2015,48,2015-11-21,2015-11-27,Badulla,12,2,0,0,0,2,1,4,0,0,4,0
Uva,2015,48,2015-11-21,2015-11-27,Monaragala,9,1,1,0,0,7,0,2,0,3,0,0
Sabaragamuwa,2015,48,2015-11-21,2015-11-27,Ratnapura,10,5,2,0,0,5,0,4,0,4,1,0
Sabaragamuwa,2015,48,2015-11-21,2015-11-27,Kegalle,13,3,1,0,0,3,1,0,0,12,0,0
Eastern,2015,48,2015-11-21,2015-11-27,Kalmune,5,3,0,0,3,0,0,0,0,1,1,0
Western,2015,49,2015-11-28,2015-12-04,Colombo,260,3,1,0,0,3,0,0,0,8,1,0
Western,2015,49,2015-11-28,2015-12-04,Gampaha,70,1,1,2,0,7,0,1,0,6,1,0
Western,2015,49,2015-11-28,2015-12-04,Kalutara,27,1,0,0,0,5,0,0,0,2,0,0
Central,2015,49,2015-11-28,2015-12-04,Kandy,44,12,0,0,2,4,0,7,0,4,1,0
Central,2015,49,2015-11-28,2015-12-04,Matale,3,2,0,0,0,0,0,0,0,0,0,1
Central,2015,49,2015-11-28,2015-12-04,NuwaraEliya,4,3,0,1,0,4,0,1,0,0,0,0
Southern,2015,49,2015-11-28,2015-12-04,Galle,22,2,0,0,0,4,1,0,0,5,0,1
Southern,2015,49,2015-11-28,2015-12-04,Hambanthota,9,0,0,0,0,3,0,0,0,5,0,2
Southern,2015,49,2015-11-28,2015-12-04,Matara,16,3,1,0,2,5,1,0,0,6,0,0
Nothern,2015,49,2015-11-28,2015-12-04,Jaffna,105,24,0,2,2,2,42,0,0,1,0,0
Nothern,2015,49,2015-11-28,2015-12-04,Kilinochchi,2,2,0,0,0,0,0,0,0,0,0,0
Nothern,2015,49,2015-11-28,2015-12-04,Mannar,2,2,0,0,0,0,2,0,0,0,0,0
Nothern,2015,49,2015-11-28,2015-12-04,Vavuniya,7,0,0,0,0,0,0,0,0,0,0,0
Nothern,2015,49,2015-11-28,2015-12-04,Mullaitivu,1,4,0,1,0,3,0,0,0,0,0,0
Eastern,2015,49,2015-11-28,2015-12-04,Batticaloa,19,6,0,0,0,5,0,0,0,0,0,0
Eastern,2015,49,2015-11-28,2015-12-04,Ampara,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,2015,49,2015-11-28,2015-12-04,Trincomalee,5,1,0,0,0,0,0,0,0,0,0,0
NorthWestern,2015,49,2015-11-28,2015-12-04,Kurunagala,13,5,0,1,0,19,0,2,2,4,0,4
NorthWestern,2015,49,2015-11-28,2015-12-04,Puttalam,5,17,0,0,0,1,0,0,0,1,1,0
NorthCentral,2015,49,2015-11-28,2015-12-04,Anuradhapura,4,1,0,1,0,24,0,0,0,1,0,3
NorthCentral,2015,49,2015-11-28,2015-12-04,Polonnaruwa,10,3,0,0,0,31,0,0,0,2,0,2
Uva,2015,49,2015-11-28,2015-12-04,Badulla,8,3,2,0,0,4,3,3,0,1,2,0
Uva,2015,49,2015-11-28,2015-12-04,Monaragala,8,1,0,0,0,13,1,5,0,2,0,1
Sabaragamuwa,2015,49,2015-11-28,2015-12-04,Ratnapura,17,5,0,0,1,6,1,5,0,5,0,0
Sabaragamuwa,2015,49,2015-11-28,2015-12-04,Kegalle,28,11,0,3,0,10,1,2,0,7,1,0
Eastern,2015,49,2015-11-28,2015-12-04,Kalmune,5,4,1,1,0,0,0,0,0,0,1,0
Western,2015,50,2015-12-05,2015-12-11,Colombo,316,0,0,0,1,4,1,0,0,9,1,0
Western,2015,50,2015-12-05,2015-12-11,Gampaha,29,0,0,0,0,7,0,0,0,2,2,0
Western,2015,50,2015-12-05,2015-12-11,Kalutara,39,2,0,1,0,6,1,0,0,2,0,0
Central,2015,50,2015-12-05,2015-12-11,Kandy,48,10,0,1,7,2,2,2,0,2,1,0
Central,2015,50,2015-12-05,2015-12-11,Matale,10,2,0,0,0,1,0,2,0,2,1,1
Central,2015,50,2015-12-05,2015-12-11,NuwaraEliya,6,1,1,3,0,3,4,0,0,2,0,0
Southern,2015,50,2015-12-05,2015-12-11,Galle,24,4,0,0,0,8,0,0,0,8,2,0
Southern,2015,50,2015-12-05,2015-12-11,Hambanthota,7,0,0,0,0,8,3,1,0,5,1,3
Southern,2015,50,2015-12-05,2015-12-11,Matara,10,1,1,0,0,1,3,2,0,3,0,3
Nothern,2015,50,2015-12-05,2015-12-11,Jaffna,104,15,0,6,0,1,34,0,0,4,1,0
Nothern,2015,50,2015-12-05,2015-12-11,Kilinochchi,1,0,0,0,0,0,0,0,0,0,0,0
Nothern,2015,50,2015-12-05,2015-12-11,Mannar,8,4,0,1,0,0,0,0,0,0,0,0
Nothern,2015,50,2015-12-05,2015-12-11,Vavuniya,14,2,0,1,3,0,0,0,0,0,0,0
Nothern,2015,50,2015-12-05,2015-12-11,Mullaitivu,0,1,0,0,0,1,0,1,0,0,0,0
Eastern,2015,50,2015-12-05,2015-12-11,Batticaloa,12,9,1,1,0,1,0,0,0,0,0,0
Eastern,2015,50,2015-12-05,2015-12-11,Ampara,2,0,0,0,0,1,0,0,0,2,0,0
Eastern,2015,50,2015-12-05,2015-12-11,Trincomalee,7,2,0,2,0,0,0,1,0,3,1,0
NorthWestern,2015,50,2015-12-05,2015-12-11,Kurunagala,24,11,0,0,0,9,0,0,1,11,1,1
NorthWestern,2015,50,2015-12-05,2015-12-11,Puttalam,3,7,0,0,0,1,0,0,0,5,0,0
NorthCentral,2015,50,2015-12-05,2015-12-11,Anuradhapura,8,5,0,0,0,34,0,0,0,2,1,1
NorthCentral,2015,50,2015-12-05,2015-12-11,Polonnaruwa,11,4,0,0,1,20,0,0,0,3,0,4
Uva,2015,50,2015-12-05,2015-12-11,Badulla,4,2,0,1,0,3,0,3,0,1,3,0
Uva,2015,50,2015-12-05,2015-12-11,Monaragala,12,1,0,0,0,9,0,5,0,1,1,1
Sabaragamuwa,2015,50,2015-12-05,2015-12-11,Ratnapura,12,7,0,0,0,7,2,3,0,9,0,1
Sabaragamuwa,2015,50,2015-12-05,2015-12-11,Kegalle,21,3,0,3,6,9,1,1,0,8,0,0
Eastern,2015,50,2015-12-05,2015-12-11,Kalmune,6,2,0,0,0,1,0,0,0,1,0,0
Western,2015,51,2015-12-12,2015-12-18,Colombo,174,0,0,0,0,1,0,0,0,3,0,0
Western,2015,51,2015-12-12,2015-12-18,Gampaha,14,0,0,0,1,1,0,0,0,7,0,0
Western,2015,51,2015-12-12,2015-12-18,Kalutara,33,0,0,0,0,4,0,0,0,1,1,0
Central,2015,51,2015-12-12,2015-12-18,Kandy,17,4,0,0,0,3,1,1,0,1,1,0
Central,2015,51,2015-12-12,2015-12-18,Matale,0,0,0,0,0,1,0,2,0,0,0,0
Central,2015,51,2015-12-12,2015-12-18,NuwaraEliya,3,0,0,2,0,3,0,1,0,0,0,0
Southern,2015,51,2015-12-12,2015-12-18,Galle,18,1,0,0,0,3,1,1,0,3,1,0
Southern,2015,51,2015-12-12,2015-12-18,Hambanthota,3,1,0,0,0,6,1,2,0,3,0,1
Southern,2015,51,2015-12-12,2015-12-18,Matara,5,3,0,0,0,3,1,0,0,3,0,8
Nothern,2015,51,2015-12-12,2015-12-18,Jaffna,79,22,0,2,0,0,34,0,0,0,1,0
Nothern,2015,51,2015-12-12,2015-12-18,Kilinochchi,0,1,0,0,0,0,0,0,0,0,0,0
Nothern,2015,51,2015-12-12,2015-12-18,Mannar,6,0,2,0,1,0,1,0,0,0,0,0
Nothern,2015,51,2015-12-12,2015-12-18,Vavuniya,18,0,1,2,1,1,2,0,0,0,0,0
Nothern,2015,51,2015-12-12,2015-12-18,Mullaitivu,1,0,0,0,0,1,0,0,0,0,1,0
Eastern,2015,51,2015-12-12,2015-12-18,Batticaloa,8,2,0,0,0,1,0,1,0,0,0,0
Eastern,2015,51,2015-12-12,2015-12-18,Ampara,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,2015,51,2015-12-12,2015-12-18,Trincomalee,8,1,0,0,0,0,0,9,0,3,1,0
NorthWestern,2015,51,2015-12-12,2015-12-18,Kurunagala,16,6,0,0,0,5,0,1,0,7,2,2
NorthWestern,2015,51,2015-12-12,2015-12-18,Puttalam,6,3,0,0,0,0,0,0,0,0,0,0
NorthCentral,2015,51,2015-12-12,2015-12-18,Anuradhapura,1,2,0,0,0,9,0,0,0,3,0,1
NorthCentral,2015,51,2015-12-12,2015-12-18,Polonnaruwa,0,0,0,0,0,0,0,0,0,1,0,0
Uva,2015,51,2015-12-12,2015-12-18,Badulla,7,4,0,0,1,2,1,3,0,2,4,1
Uva,2015,51,2015-12-12,2015-12-18,Monaragala,4,1,0,0,0,11,0,0,0,4,0,0
Sabaragamuwa,2015,51,2015-12-12,2015-12-18,Ratnapura,15,1,0,0,0,2,0,2,0,2,0,0
Sabaragamuwa,2015,51,2015-12-12,2015-12-18,Kegalle,9,0,0,0,0,5,0,0,0,2,0,0
Eastern,2015,51,2015-12-12,2015-12-18,Kalmune,15,3,0,0,1,0,0,0,0,0,0,0
Western,2015,52,2015-12-19,2015-12-25,Colombo,142,1,1,1,0,0,1,1,0,1,0,0
Western,2015,52,2015-12-19,2015-12-25,Gampaha,8,0,0,0,0,0,0,0,0,0,0,0
Western,2015,52,2015-12-19,2015-12-25,Kalutara,20,1,0,0,0,1,0,0,0,1,1,0
Central,2015,52,2015-12-19,2015-12-25,Kandy,32,5,0,0,0,4,1,0,0,3,1,0
Central,2015,52,2015-12-19,2015-12-25,Matale,1,2,0,0,0,0,0,1,0,1,1,2
Central,2015,52,2015-12-19,2015-12-25,NuwaraEliya,8,0,0,2,0,0,0,1,0,0,0,0
Southern,2015,52,2015-12-19,2015-12-25,Galle,16,0,0,0,0,3,1,0,0,1,1,0
Southern,2015,52,2015-12-19,2015-12-25,Hambanthota,6,0,0,0,0,4,0,1,0,7,0,12
Southern,2015,52,2015-12-19,2015-12-25,Matara,6,0,0,0,0,2,0,0,0,4,0,6
Nothern,2015,52,2015-12-19,2015-12-25,Jaffna,109,14,0,4,0,0,28,0,0,3,0,0
Nothern,2015,52,2015-12-19,2015-12-25,Kilinochchi,0,2,0,1,0,0,0,0,0,0,0,0
Nothern,2015,52,2015-12-19,2015-12-25,Mannar,3,0,0,0,0,1,0,0,0,0,0,0
Nothern,2015,52,2015-12-19,2015-12-25,Vavuniya,13,2,1,0,1,0,0,0,0,0,0,0
Nothern,2015,52,2015-12-19,2015-12-25,Mullaitivu,5,0,0,0,0,1,0,1,0,0,0,0
Eastern,2015,52,2015-12-19,2015-12-25,Batticaloa,22,3,0,0,0,0,0,1,0,0,0,0
Eastern,2015,52,2015-12-19,2015-12-25,Ampara,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,2015,52,2015-12-19,2015-12-25,Trincomalee,11,4,0,0,0,0,0,9,0,0,0,0
NorthWestern,2015,52,2015-12-19,2015-12-25,Kurunagala,9,3,0,0,0,2,0,0,0,6,0,0
NorthWestern,2015,52,2015-12-19,2015-12-25,Puttalam,3,1,0,0,0,1,0,0,0,0,0,0
NorthCentral,2015,52,2015-12-19,2015-12-25,Anuradhapura,1,0,0,0,0,3,0,1,0,0,0,6
NorthCentral,2015,52,2015-12-19,2015-12-25,Polonnaruwa,2,0,0,0,0,2,0,0,0,0,0,0
Uva,2015,52,2015-12-19,2015-12-25,Badulla,6,1,0,0,0,2,1,1,0,1,3,0
Uva,2015,52,2015-12-19,2015-12-25,Monaragala,2,0,0,0,0,3,1,3,0,0,0,0
Sabaragamuwa,2015,52,2015-12-19,2015-12-25,Ratnapura,9,4,0,0,0,3,0,0,0,2,1,0
Sabaragamuwa,2015,52,2015-12-19,2015-12-25,Kegalle,10,3,0,2,0,4,0,0,0,1,0,0
